日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
 99/02/25,"57,502,162","3,357,159,422",58.50,58.90,57.90,58.20,-0.30,"12,447",2330
 99/02/26,"31,376,014","1,835,097,974",58.20,58.90,58.00,58.80,+0.60,"8,183",2330
 99/03/01,"65,860,360","3,910,413,197",59.50,59.90,58.20,59.60,+0.80,"14,348",2330
 99/03/02,"54,451,553","3,269,667,531",60.50,60.50,59.50,59.90,+0.30,"13,024",2330
 99/03/03,"34,984,387","2,093,549,040",59.60,60.10,59.60,60.00,+0.10,"5,904",2330
 99/03/04,"54,471,642","3,220,104,005",59.80,59.80,58.40,59.20,-0.80,"13,969",2330
 99/03/05,"60,054,500","3,606,334,057",59.80,60.40,59.60,60.40,+1.20,"12,880",2330
 99/03/08,"44,396,339","2,704,346,592",60.90,61.20,60.60,61.20,+0.80,"11,378",2330
 99/03/09,"31,475,924","1,924,797,115",61.20,61.40,60.80,61.30,+0.10,"6,949",2330
 99/03/10,"30,588,530","1,870,897,516",61.30,61.40,60.80,61.40,+0.10,"6,050",2330
 99/03/11,"30,381,134","1,864,708,630",61.60,61.80,61.20,61.40, 0.00,"6,607",2330
 99/03/12,"69,392,867","4,236,637,111",61.40,61.50,60.60,60.80,-0.60,"9,260",2330
 99/03/15,"41,567,794","2,503,666,271",61.30,61.30,59.80,59.80,-1.00,"8,294",2330
 99/03/16,"29,927,456","1,791,764,421",60.10,60.20,59.70,59.70,-0.10,"7,444",2330
 99/03/17,"69,118,250","4,174,403,125",60.50,60.90,59.90,60.50,+0.80,"10,228",2330
 99/03/18,"70,256,871","4,238,210,166",60.10,60.60,60.00,60.40,-0.10,"10,353",2330
 99/03/19,"46,018,065","2,758,221,800",60.00,60.30,59.70,60.00,-0.40,"12,648",2330
 99/03/22,"47,084,489","2,782,670,724",59.60,59.60,58.80,59.00,-1.00,"14,854",2330
 99/03/23,"51,751,303","3,093,844,050",59.50,60.10,59.50,59.60,+0.60,"10,645",2330
 99/03/24,"48,661,236","2,940,235,842",60.10,60.80,60.10,60.60,+1.00,"10,606",2330
 99/03/25,"64,155,258","3,908,737,600",60.90,61.50,60.20,61.50,+0.90,"13,334",2330
 99/03/26,"81,172,895","4,989,163,519",61.30,62.00,60.30,62.00,+0.50,"16,419",2330
 99/03/29,"37,559,622","2,333,337,564",62.00,62.30,61.70,62.20,+0.20,"9,423",2330
 99/03/30,"30,055,532","1,865,717,231",62.40,62.40,61.70,62.20, 0.00,"7,639",2330
 99/03/31,"39,288,879","2,433,883,486",62.20,62.20,61.50,61.50,-0.70,"6,916",2330
 99/04/01,"54,739,709","3,404,396,540",61.50,62.50,61.50,62.10,+0.60,"10,586",2330
 99/04/02,"17,373,507","1,083,207,922",62.50,62.50,62.10,62.40,+0.30,"4,724",2330
 99/04/06,"53,216,421","3,367,687,345",62.80,63.50,62.80,63.40,+1.00,"14,967",2330
 99/04/07,"49,685,972","3,150,811,649",63.50,63.50,63.10,63.50,+0.10,"13,008",2330
 99/04/08,"48,608,322","3,038,128,062",62.80,63.00,62.10,62.30,-1.20,"10,165",2330
 99/04/09,"31,648,457","1,981,046,902",61.90,63.00,61.90,62.70,+0.40,"8,230",2330
 99/04/12,"36,942,889","2,330,663,522",63.30,63.40,62.80,63.10,+0.40,"6,735",2330
 99/04/13,"42,767,182","2,688,670,621",63.00,63.10,62.10,62.90,-0.20,"8,860",2330
 99/04/14,"55,676,512","3,527,079,086",63.10,63.80,62.90,63.80,+0.90,"11,370",2330
 99/04/15,"72,063,334","4,640,697,360",64.50,64.90,64.00,64.40,+0.60,"16,835",2330
 99/04/16,"49,739,068","3,141,988,184",63.60,63.70,62.90,63.00,-1.40,"10,410",2330
 99/04/19,"71,160,569","4,470,883,925",62.50,63.20,62.40,62.60,-0.40,"12,360",2330
 99/04/20,"37,544,680","2,356,565,247",62.90,63.00,62.40,62.80,+0.20,"5,688",2330
 99/04/21,"46,602,838","2,920,088,786",62.90,63.10,62.30,62.40,-0.40,"7,337",2330
 99/04/22,"92,244,238","5,654,288,355",61.80,61.80,60.80,61.60,-0.80,"20,151",2330
 99/04/23,"48,952,350","3,029,878,300",61.90,62.40,61.60,61.70,+0.10,"9,075",2330
 99/04/26,"67,547,718","4,269,797,576",62.40,63.60,62.40,63.50,+1.80,"15,594",2330
 99/04/27,"25,421,212","1,613,547,865",63.50,63.70,63.10,63.70,+0.20,"7,737",2330
 99/04/28,"73,211,720","4,560,692,856",62.10,62.60,62.00,62.10,-1.60,"17,781",2330
 99/04/29,"41,236,312","2,546,990,946",62.20,62.20,61.60,61.60,-0.50,"11,966",2330
 99/04/30,"43,450,247","2,706,561,981",61.80,62.70,61.80,61.80,+0.20,"9,089",2330
 99/05/03,"22,439,818","1,385,450,014",62.60,62.60,61.40,61.60,-0.20,"6,710",2330
 99/05/04,"38,777,618","2,376,239,427",61.90,62.00,60.80,61.00,-0.60,"9,981",2330
 99/05/05,"94,194,138","5,645,924,542",59.90,60.20,59.80,59.80,-1.20,"20,462",2330
 99/05/06,"52,111,898","3,101,589,477",59.80,59.90,59.20,59.50,-0.30,"13,732",2330
 99/05/07,"61,576,134","3,655,990,467",58.60,60.10,58.50,59.40,-0.10,"13,096",2330
 99/05/10,"56,310,864","3,357,154,081",59.40,60.00,59.00,59.80,+0.40,"10,944",2330
 99/05/11,"69,348,267","4,169,995,425",60.40,60.60,59.90,60.10,+0.30,"12,600",2330
 99/05/12,"27,731,388","1,678,095,823",61.00,61.00,60.00,60.10, 0.00,"6,714",2330
 99/05/13,"39,908,872","2,435,149,845",60.60,61.50,60.50,61.20,+1.10,"10,578",2330
 99/05/14,"35,601,187","2,170,501,328",60.70,61.50,60.50,61.20, 0.00,"5,834",2330
 99/05/17,"73,215,488","4,365,205,080",60.50,60.50,59.10,59.20,-2.00,"17,347",2330
 99/05/18,"30,477,112","1,819,941,228",59.60,60.00,59.40,59.50,+0.30,"8,112",2330
 99/05/19,"51,605,073","3,046,472,074",59.00,59.60,58.60,59.30,-0.20,"12,043",2330
 99/05/20,"31,740,239","1,877,107,593",59.50,59.70,58.90,58.90,-0.40,"7,298",2330
 99/05/21,"46,257,409","2,701,929,090",58.30,59.10,57.90,58.80,-0.10,"10,795",2330
 99/05/24,"19,317,628","1,144,068,926",59.60,59.60,58.70,59.00,+0.20,"5,152",2330
 99/05/25,"51,282,269","3,002,288,110",58.80,58.90,58.10,58.40,-0.60,"9,811",2330
 99/05/26,"42,971,865","2,525,447,035",58.90,59.00,58.50,58.90,+0.50,"7,675",2330
 99/05/27,"55,503,342","3,240,035,278",58.50,59.30,57.70,58.70,-0.20,"12,878",2330
 99/05/28,"61,148,591","3,595,771,564",58.90,59.40,58.30,58.70, 0.00,"14,229",2330
 99/05/31,"25,401,129","1,513,537,640",59.10,60.20,58.80,60.20,+1.50,"7,031",2330
 99/06/01,"28,375,043","1,693,571,037",59.90,60.00,59.20,59.80,-0.40,"6,226",2330
 99/06/02,"35,323,855","2,116,301,888",59.80,60.40,59.30,59.80, 0.00,"8,627",2330
 99/06/03,"49,528,536","3,011,804,844",60.80,61.00,60.50,60.80,+1.00,"9,507",2330
 99/06/04,"42,722,087","2,593,295,558",60.50,61.00,60.20,61.00,+0.20,"8,388",2330
 99/06/07,"70,649,054","4,176,382,384",59.70,59.70,58.70,59.20,-1.80,"13,147",2330
 99/06/08,"40,431,068","2,376,891,912",58.90,59.20,58.40,58.50,-0.70,"7,778",2330
 99/06/09,"46,104,845","2,704,079,846",58.40,59.00,58.30,58.60,+0.10,"9,355",2330
 99/06/10,"28,817,238","1,713,397,898",59.80,59.80,58.80,59.40,+0.80,"6,818",2330
 99/06/11,"42,325,183","2,550,183,392",60.20,60.50,60.00,60.50,+1.10,"10,428",2330
 99/06/14,"44,942,360","2,747,038,920",60.90,61.40,60.90,61.10,+0.60,"11,658",2330
 99/06/15,"37,547,033","2,306,145,419",61.30,61.90,60.70,61.40,+0.30,"9,450",2330
 99/06/17,"62,015,957","3,848,586,894",62.00,62.30,61.70,62.10,+0.70,"15,990",2330
 99/06/18,"46,332,963","2,891,306,694",62.40,62.70,61.80,62.70,+0.60,"13,592",2330
 99/06/21,"68,409,797","4,336,348,911",63.10,63.70,63.10,63.30,+0.60,"16,863",2330
 99/06/22,"33,389,957","2,099,475,321",63.30,63.30,62.60,62.60,-0.70,"6,657",2330
 99/06/23,"37,195,840","2,312,250,380",62.00,62.50,62.00,62.10,-0.50,"9,160",2330
 99/06/24,"35,361,329","2,190,425,890",62.10,62.20,61.70,62.00,-0.10,"4,937",2330
 99/06/25,"30,579,700","1,882,338,037",61.50,61.90,61.30,61.40,-0.60,"7,418",2330
 99/06/28,"20,546,533","1,261,547,520",61.20,61.70,61.10,61.70,+0.30,"6,131",2330
 99/06/29,"47,953,458","2,956,036,238",62.00,62.60,61.00,61.00,-0.70,"11,072",2330
 99/06/30,"58,319,672","3,530,248,519",60.30,61.00,60.30,60.60,-0.40,"10,737",2330
 99/07/01,"65,215,602","3,917,847,600",60.60,60.60,59.90,60.00,-0.60,"11,886",2330
 99/07/02,"67,300,030","4,058,264,146",60.00,60.70,60.00,60.30,+0.30,"10,712",2330
 99/07/05,"88,484,101","5,409,265,768",60.30,61.80,60.30,61.40,+1.10,"15,359",2330
 99/07/06,"69,857,079","4,143,340,431",58.90,59.90,58.80,59.90,X0.00,"14,958",2330
 99/07/07,"59,168,632","3,516,068,670",59.80,59.90,59.20,59.50,-0.40,"10,431",2330
 99/07/08,"50,379,965","3,027,614,105",60.10,60.40,59.70,60.40,+0.90,"9,111",2330
 99/07/09,"38,073,744","2,295,841,823",60.40,60.50,59.90,60.40, 0.00,"8,611",2330
 99/07/12,"44,197,990","2,662,156,142",60.60,60.60,59.80,59.80,-0.60,"8,805",2330
 99/07/13,"37,486,904","2,242,020,118",59.90,60.20,59.50,59.60,-0.20,"9,828",2330
 99/07/14,"59,847,471","3,617,931,840",60.40,60.70,60.20,60.40,+0.80,"9,353",2330
 99/07/15,"36,838,970","2,224,531,683",60.40,60.50,60.10,60.30,-0.10,"5,909",2330
 99/07/16,"29,941,025","1,798,001,526",60.50,60.50,59.80,59.90,-0.40,"4,878",2330
 99/07/19,"63,786,786","3,864,605,011",59.50,61.30,59.40,61.10,+1.20,"11,661",2330
 99/07/20,"53,963,801","3,317,924,014",61.30,61.80,61.00,61.50,+0.40,"12,720",2330
 99/07/21,"41,276,599","2,549,921,982",61.90,61.90,61.50,61.80,+0.30,"8,493",2330
 99/07/22,"45,329,604","2,808,591,552",61.90,62.30,61.30,62.00,+0.20,"10,533",2330
 99/07/23,"66,046,064","4,149,839,590",62.60,63.00,62.40,62.80,+0.80,"17,678",2330
 99/07/26,"27,031,638","1,695,835,426",63.00,63.10,62.30,62.60,-0.20,"6,090",2330
 99/07/27,"21,055,224","1,320,652,728",63.00,63.00,62.30,62.50,-0.10,"5,328",2330
 99/07/28,"27,030,920","1,696,253,315",62.30,63.00,62.20,63.00,+0.50,"7,567",2330
 99/07/29,"38,609,914","2,426,681,515",63.00,63.00,62.60,63.00, 0.00,"8,544",2330
 99/07/30,"43,621,564","2,697,569,176",62.40,62.40,61.40,62.40,-0.60,"12,911",2330
 99/08/02,"48,140,915","3,009,105,730",62.60,62.80,62.10,62.30,-0.10,"8,897",2330
 99/08/03,"32,996,410","2,046,502,332",62.60,62.60,61.70,62.00,-0.30,"9,639",2330
 99/08/04,"28,406,974","1,760,341,922",62.00,62.20,61.60,62.00, 0.00,"4,411",2330
 99/08/05,"22,212,711","1,375,218,257",62.00,62.00,61.80,61.90,-0.10,"5,202",2330
 99/08/06,"62,494,181","3,813,219,841",61.60,61.70,60.60,60.90,-1.00,"14,006",2330
 99/08/09,"57,034,477","3,460,955,800",60.50,60.90,60.40,60.70,-0.20,"10,387",2330
 99/08/10,"63,934,598","3,903,354,778",60.90,61.40,60.80,61.00,+0.30,"8,639",2330
 99/08/11,"28,646,984","1,745,988,028",60.80,61.20,60.70,61.00, 0.00,"5,432",2330
 99/08/12,"66,230,095","3,992,616,909",60.20,60.60,60.10,60.20,-0.80,"13,071",2330
 99/08/13,"65,690,790","3,950,320,165",60.20,60.60,59.90,60.10,-0.10,"13,842",2330
 99/08/16,"39,763,920","2,383,387,187",60.00,60.30,59.60,60.30,+0.20,"9,637",2330
 99/08/17,"37,585,192","2,254,197,020",60.50,60.50,59.80,59.80,-0.50,"9,383",2330
 99/08/18,"42,902,370","2,566,048,484",60.00,60.30,59.50,59.60,-0.20,"11,129",2330
 99/08/19,"45,817,044","2,749,146,217",59.50,60.40,59.50,60.10,+0.50,"9,261",2330
 99/08/20,"30,113,055","1,805,986,600",59.80,60.20,59.70,59.90,-0.20,"5,806",2330
 99/08/23,"27,931,672","1,687,142,338",59.90,60.90,59.60,60.10,+0.20,"7,748",2330
 99/08/24,"31,275,724","1,870,787,837",60.00,60.10,59.60,59.60,-0.50,"7,589",2330
 99/08/25,"70,618,754","4,161,601,051",59.40,59.40,58.60,58.70,-0.90,"18,927",2330
 99/08/26,"35,255,969","2,072,404,171",58.60,59.10,58.50,58.80,+0.10,"8,371",2330
 99/08/27,"46,789,464","2,743,486,676",58.70,58.90,58.50,58.80, 0.00,"10,393",2330
 99/08/30,"27,638,514","1,638,403,080",59.20,59.60,58.90,59.40,+0.60,"5,922",2330
 99/08/31,"78,362,799","4,596,410,441",59.00,59.00,58.40,58.90,-0.50,"12,393",2330
 99/09/01,"38,480,944","2,275,095,819",59.30,59.30,58.70,59.10,+0.20,"7,891",2330
 99/09/02,"27,402,187","1,635,515,189",60.00,60.10,59.40,59.50,+0.40,"6,503",2330
 99/09/03,"38,339,687","2,286,774,014",59.30,59.90,59.30,59.80,+0.30,"7,973",2330
 99/09/06,"28,120,682","1,695,573,054",60.40,60.50,60.10,60.50,+0.70,"7,054",2330
 99/09/07,"20,268,099","1,221,660,750",60.50,60.60,60.10,60.20,-0.30,"5,050",2330
 99/09/08,"67,149,343","3,989,663,098",59.60,59.90,58.90,59.30,-0.90,"10,807",2330
 99/09/09,"21,237,766","1,262,199,437",59.70,59.70,59.20,59.50,+0.20,"4,532",2330
 99/09/10,"32,650,022","1,936,583,927",59.50,59.70,59.10,59.30,-0.20,"6,418",2330
 99/09/13,"86,955,739","5,245,116,545",59.60,60.90,59.40,60.90,+1.60,"18,219",2330
 99/09/14,"33,545,438","2,043,198,357",61.20,61.20,60.70,61.00,+0.10,"7,645",2330
 99/09/15,"42,375,833","2,578,469,821",61.20,61.20,60.50,61.20,+0.20,"8,420",2330
 99/09/16,"27,918,807","1,696,027,586",60.80,61.00,60.50,60.50,-0.70,"7,168",2330
 99/09/17,"49,430,481","3,016,907,971",61.00,61.40,60.60,61.20,+0.70,"11,195",2330
 99/09/20,"66,009,939","4,076,808,393",61.50,62.00,61.30,62.00,+0.80,"13,469",2330
 99/09/21,"32,745,842","2,027,253,964",62.30,62.30,61.60,61.80,-0.20,"6,658",2330
 99/09/23,"106,308,218","6,406,005,561",60.90,60.90,59.90,60.00,-1.80,"25,218",2330
 99/09/24,"60,417,416","3,615,130,376",59.70,60.20,59.60,60.10,+0.10,"13,208",2330
 99/09/27,"60,795,573","3,684,157,429",60.80,60.80,60.40,60.70,+0.60,"12,777",2330
 99/09/28,"48,385,337","2,949,053,151",60.70,61.20,60.60,61.00,+0.30,"10,294",2330
 99/09/29,"79,797,090","4,911,597,857",61.50,61.90,61.00,61.50,+0.50,"15,774",2330
 99/09/30,"59,691,920","3,688,449,409",61.70,62.00,61.60,62.00,+0.50,"9,875",2330
 99/10/01,"39,000,599","2,416,952,821",62.20,62.30,61.70,62.00, 0.00,"9,826",2330
 99/10/04,"25,797,121","1,595,534,334",62.00,62.10,61.60,61.90,-0.10,"7,673",2330
 99/10/05,"30,388,674","1,859,478,014",61.70,61.70,60.90,61.10,-0.80,"6,628",2330
 99/10/06,"34,183,594","2,108,602,248",61.90,62.00,61.50,61.80,+0.70,"7,261",2330
 99/10/07,"39,333,781","2,410,386,004",61.40,61.70,61.00,61.30,-0.50,"7,904",2330
 99/10/08,"58,237,104","3,576,277,442",61.00,61.80,61.00,61.80,+0.50,"8,728",2330
 99/10/11,"24,646,815","1,516,846,914",62.00,62.00,61.10,61.50,-0.30,"5,124",2330
 99/10/12,"28,094,400","1,706,881,600",61.50,61.50,60.40,61.00,-0.50,"8,419",2330
 99/10/13,"31,040,128","1,885,446,629",61.30,61.30,60.40,61.00, 0.00,"7,976",2330
 99/10/14,"48,827,692","3,012,350,686",61.40,62.00,61.30,61.80,+0.80,"11,545",2330
 99/10/15,"30,492,277","1,879,956,776",61.30,61.90,61.20,61.90,+0.10,"6,459",2330
 99/10/18,"32,530,604","1,973,459,304",61.40,61.80,60.40,60.50,-1.40,"9,099",2330
 99/10/19,"36,089,952","2,180,870,468",60.60,60.70,60.10,60.70,+0.20,"9,030",2330
 99/10/20,"34,490,907","2,097,019,527",60.50,61.10,60.40,61.00,+0.30,"8,292",2330
 99/10/21,"40,237,461","2,458,712,121",61.30,61.40,60.80,61.00, 0.00,"7,376",2330
 99/10/22,"42,971,490","2,646,457,386",61.70,61.80,61.40,61.80,+0.80,"9,208",2330
 99/10/25,"38,700,363","2,398,665,034",62.00,62.20,61.80,62.00,+0.20,"10,753",2330
 99/10/26,"37,964,025","2,359,307,050",62.20,62.30,62.00,62.30,+0.30,"9,725",2330
 99/10/27,"28,106,224","1,747,861,763",62.30,62.40,61.90,62.00,-0.30,"6,328",2330
 99/10/28,"62,152,025","3,887,832,025",62.40,63.00,62.10,62.70,+0.70,"13,925",2330
 99/10/29,"67,950,318","4,273,677,075",63.00,63.10,62.50,62.80,+0.10,"15,541",2330
 99/11/01,"76,412,451","4,844,601,716",63.40,63.50,63.00,63.50,+0.70,"16,674",2330
 99/11/02,"24,422,860","1,544,655,880",63.00,63.40,63.00,63.30,-0.20,"8,113",2330
 99/11/03,"45,944,910","2,925,816,274",63.50,64.00,63.30,63.90,+0.60,"12,042",2330
 99/11/04,"32,789,288","2,092,387,807",63.90,64.10,63.60,63.90, 0.00,"11,096",2330
 99/11/05,"44,439,457","2,853,065,105",64.50,64.60,63.80,64.20,+0.30,"12,995",2330
 99/11/08,"25,993,414","1,646,648,272",64.20,64.20,63.10,63.30,-0.90,"9,057",2330
 99/11/09,"25,859,736","1,646,238,339",63.30,64.00,63.10,64.00,+0.70,"9,060",2330
 99/11/10,"40,350,878","2,582,636,832",64.00,64.30,63.70,64.20,+0.20,"8,993",2330
 99/11/11,"31,729,995","2,026,479,596",63.90,64.20,63.70,63.70,-0.50,"9,432",2330
 99/11/12,"29,717,715","1,881,294,945",63.60,64.00,63.00,63.00,-0.70,"8,334",2330
 99/11/15,"27,654,865","1,763,056,334",63.80,64.00,63.20,63.90,+0.90,"7,637",2330
 99/11/16,"57,574,940","3,709,785,040",64.30,64.70,64.10,64.50,+0.60,"13,615",2330
 99/11/17,"51,389,635","3,289,392,041",64.20,64.50,63.60,63.80,-0.70,"13,110",2330
 99/11/18,"39,098,639","2,472,196,460",63.70,63.90,63.00,63.30,-0.50,"8,795",2330
 99/11/19,"23,828,288","1,514,110,594",63.60,64.00,63.00,63.70,+0.40,"6,361",2330
 99/11/22,"25,455,014","1,626,202,406",63.60,64.30,63.20,63.80,+0.10,"7,429",2330
 99/11/23,"31,197,401","1,980,052,805",63.70,63.80,63.30,63.40,-0.40,"7,535",2330
 99/11/24,"29,838,835","1,900,190,249",63.00,64.00,63.00,63.20,-0.20,"6,770",2330
 99/11/25,"35,239,560","2,261,940,415",63.80,64.50,63.50,64.40,+1.20,"10,703",2330
 99/11/26,"34,464,743","2,217,689,791",63.90,64.50,63.90,64.40, 0.00,"8,509",2330
 99/11/29,"35,816,781","2,304,258,384",64.60,64.70,63.80,64.30,-0.10,"6,117",2330
 99/11/30,"70,250,069","4,482,529,806",63.80,64.40,63.40,63.40,-0.90,"9,730",2330
 99/12/01,"58,436,751","3,757,027,201",63.80,64.60,63.80,64.60,+1.20,"11,510",2330
 99/12/02,"88,027,127","5,805,770,321",65.00,66.40,64.90,66.20,+1.60,"22,785",2330
 99/12/03,"130,917,340","8,902,402,620",66.80,70.00,66.70,68.30,+2.10,"32,016",2330
 99/12/06,"58,841,593","4,053,926,413",68.90,69.50,68.40,68.50,+0.20,"14,842",2330
 99/12/07,"59,039,512","4,014,164,116",68.50,68.60,67.60,68.00,-0.50,"12,467",2330
 99/12/08,"47,351,126","3,222,609,021",68.60,68.70,67.80,68.00, 0.00,"10,085",2330
 99/12/09,"91,627,105","6,392,717,942",69.00,70.10,68.80,70.00,+2.00,"23,501",2330
 99/12/10,"32,865,475","2,286,354,688",69.60,69.90,69.30,69.70,-0.30,"7,316",2330
 99/12/13,"38,255,713","2,659,379,895",70.00,70.40,69.00,69.40,-0.30,"9,002",2330
 99/12/14,"58,489,659","4,040,656,094",69.90,69.90,68.70,69.00,-0.40,"11,466",2330
 99/12/15,"57,589,685","4,006,673,200",68.60,70.10,68.50,70.00,+1.00,"11,925",2330
 99/12/16,"66,209,125","4,701,959,177",70.00,71.60,69.80,71.20,+1.20,"15,793",2330
 99/12/17,"111,499,233","8,145,175,666",72.00,75.00,71.60,72.90,+1.70,"28,863",2330
 99/12/20,"93,319,672","6,674,936,912",73.00,73.00,70.90,71.20,-1.70,"16,128",2330
 99/12/21,"63,310,149","4,504,047,465",71.50,71.60,70.80,71.30,+0.10,"8,535",2330
 99/12/22,"27,073,200","1,922,771,300",71.10,71.60,70.70,71.20,-0.10,"7,441",2330
 99/12/23,"35,614,804","2,527,957,184",71.80,71.80,70.70,71.00,-0.20,"9,110",2330
 99/12/24,"56,586,878","4,008,439,117",71.00,71.00,70.50,70.80,-0.20,"4,883",2330
 99/12/27,"45,211,396","3,182,737,933",70.80,70.80,70.00,70.70,-0.10,"6,189",2330
 99/12/28,"36,610,483","2,592,330,584",70.90,71.00,70.60,70.90,+0.20,"6,975",2330
 99/12/29,"40,414,979","2,845,810,408",70.80,70.80,70.20,70.60,-0.30,"8,366",2330
 99/12/30,"55,579,081","3,913,465,496",70.60,70.80,70.10,70.60, 0.00,"8,588",2330
 99/12/31,"143,761,763","10,247,046,473",70.50,72.30,70.30,71.00,+0.40,"15,792",2330
100/01/03,"35,747,205","2,541,551,155",71.50,71.60,70.80,71.10,+0.10,"7,394",2330
100/01/04,"36,048,199","2,567,399,929",71.00,71.60,70.80,71.20,+0.10,"8,813",2330
100/01/05,"54,327,088","3,811,818,734",70.90,71.10,69.60,69.80,-1.40,"12,673",2330
100/01/06,"46,802,332","3,295,606,915",69.80,71.00,69.70,71.00,+1.20,"8,619",2330
100/01/07,"170,328,819","12,335,418,871",71.90,73.00,71.90,72.50,+1.50,"23,691",2330
100/01/10,"69,703,894","5,110,967,768",73.00,74.20,72.60,74.20,+1.70,"16,369",2330
100/01/11,"82,758,806","6,162,045,858",74.10,74.90,73.80,74.50,+0.30,"16,810",2330
100/01/12,"53,637,687","4,014,372,696",74.70,75.00,74.70,74.90,+0.40,"10,433",2330
100/01/13,"93,105,337","6,938,412,487",75.10,75.30,74.20,74.60,-0.30,"12,512",2330
100/01/14,"29,817,293","2,220,104,622",74.40,74.80,74.10,74.80,+0.20,"5,767",2330
100/01/17,"67,400,276","5,092,053,375",75.40,75.90,75.30,75.80,+1.00,"11,899",2330
100/01/18,"57,357,186","4,373,750,537",75.50,77.40,75.20,76.80,+1.00,"13,917",2330
100/01/19,"87,297,730","6,768,302,794",76.90,78.30,76.60,78.00,+1.20,"19,410",2330
100/01/20,"43,718,267","3,341,141,503",77.00,77.00,76.10,76.40,-1.60,"14,962",2330
100/01/21,"81,475,611","6,091,444,279",74.00,75.20,74.00,74.60,-1.80,"15,460",2330
100/01/24,"46,169,039","3,467,457,893",75.20,75.40,74.60,75.30,+0.70,"8,248",2330
100/01/25,"50,794,623","3,826,117,525",75.90,75.90,74.90,75.00,-0.30,"9,000",2330
100/01/26,"66,830,494","4,989,976,065",74.60,75.20,74.30,74.60,-0.40,"11,664",2330
100/01/27,"69,892,004","5,251,216,072",74.90,75.40,74.80,75.20,+0.60,"13,786",2330
100/01/28,"110,404,458","8,379,115,848",75.20,76.90,74.90,76.30,+1.10,"22,572",2330
100/02/08,"110,969,823","8,381,585,010",77.00,77.00,74.80,75.50,-0.80,"26,740",2330
100/02/09,"81,246,782","6,040,472,175",75.50,75.60,73.80,73.80,-1.70,"20,142",2330
